id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,code__c,countrycode__c,state__c,
aAB3B0000009q7MWAQ,false,US_WA,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,WA,US,Washington,
aAB3B0000009q7NWAQ,false,US_AL,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,AL,US,Alabama,
aAB3B0000009q7OWAQ,false,US_AK,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,AK,US,Alaska,
aAB3B0000009q7PWAQ,false,US_AZ,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,AZ,US,Arizona,
aAB3B0000009q7QWAQ,false,US_AR,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,AR,US,Arkansas,
aAB3B0000009q7RWAQ,false,US_CA,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,CA,US,California,
aAB3B0000009q7SWAQ,false,US_CO,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,CO,US,Colorado,
aAB3B0000009q7TWAQ,false,US_CT,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,CT,US,Connecticut,
aAB3B0000009q7UWAQ,false,US_DE,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,DE,US,Delaware,
aAB3B0000009q7VWAQ,false,US_FL,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,FL,US,Florida,
aAB3B0000009q7WWAQ,false,US_GA,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,GA,US,Georgia,
aAB3B0000009q7XWAQ,false,US_HI,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,HI,US,Hawaii,
aAB3B0000009q7YWAQ,false,US_ID,USD,00D3B0000008umVUAQ,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,005G0000007ZFITIA4,2017-03-01 05:35:57,,,ID,US,Idaho,
