id,isdeleted,name,currencyisocode,setupownerid,createddate,createdbyid,lastmodifieddate,lastmodifiedbyid,systemmodstamp,lastvieweddate,lastreferenceddate,label__c,
a953B000000CaelQAC,false,BIB,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Body Includes Begin,
a953B000000CaemQAC,false,BIE,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Body Includes End,
a953B000000CaenQAC,false,RP,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Related Products Widget,
a953B000000CaeoQAC,false,css,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Style Sheet,
a953B000000CaepQAC,false,CT,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Category Tree,
a953B000000CaeqQAC,false,BdIE,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,HTML Body Include End,
a953B000000CaerQAC,false,BN,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Banner,
a953B000000CaesQAC,false,CO,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Checkout,
a953B000000CaetQAC,false,FF,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Feature Filtering,
a953B000000CaeuQAC,false,AC,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Accessories,
a953B000000CaevQAC,false,BC,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Breadcrumb,
a953B000000CaeUQAS,false,inv,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Invoices,
a953B000000CaeVQAS,false,PRG,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Price Group,
a953B000000CaeWQAS,false,UR,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,User Profile(Registration),
a953B000000CaewQAC,false,C,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Cart,
a953B000000CaexQAC,false,CF,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Confirmation,
a953B000000CaeyQAC,false,CS,USD,00D3B0000008ukZUAQ,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,0053B000000fTg9QAE,2017-03-01 16:24:43,,,Cross-sells,
